;id;Target;total_score;age_score;sex_score
2167;2866;0;0.0;0.15;0.15
2168;511;0;0.15;0.0;0.5
2169;3139;0;0.5;0.15;0.55
2170;3189;0;0.3;0.05;0.0
2171;2009;0;0.0;0.05;0.6
2172;603;0;0.7;0.0;0.15
2173;4269;0;0.15;0.95;0.9
2174;1266;0;0.9;0.1;0.45
2175;614;0;0.3;0.4;0.0
2176;1641;0;0.3;0.3;0.35
2177;4434;1;0.3;0.65;0.6
2178;3489;0;0.15;0.4;0.4
2179;2378;0;0.3;0.45;0.9
2180;2052;0;0.0;0.05;0.4
2181;4639;0;0.3;0.75;0.7
2182;4567;1;0.3;0.5;0.85
2183;3490;0;0.3;0.4;0.5
2184;2206;0;0.4;0.25;0.95
2185;2862;0;0.5;0.1;0.85
2186;2353;1;0.0;0.2;0.5
2187;3021;0;0.0;0.2;0.9
2188;976;0;0.15;0.4;0.75
2189;168;0;0.2;0.0;0.55
2190;3948;1;0.3;0.1;0.6
2191;1953;0;0.7;0.15;0.0
2192;2508;0;0.0;0.15;0.0
2193;3945;0;0.0;0.4;0.55
2194;4549;0;0.0;0.45;0.3
2195;728;0;0.0;0.2;0.5
2196;1718;0;0.0;0.5;0.05
2197;4989;0;0.9;0.95;0.85
2198;2631;0;0.0;0.7;0.05
2199;4240;0;0.0;0.6;0.5
2200;3258;0;0.4;0.2;0.5
2201;4479;0;0.0;0.1;0.5
2202;1267;0;0.7;0.25;0.3
2203;2053;1;0.95;0.2;0.25
2204;4206;0;0.3;0.0;0.3
2205;1742;1;0.4;0.15;0.25
2206;1401;0;0.0;0.3;0.45
2207;922;1;0.8;0.75;0.95
2208;2499;0;0.55;0.05;0.0
2209;702;0;0.3;0.15;0.55
2210;3324;0;0.85;0.3;0.95
2211;4097;0;0.0;0.15;0.6
2212;4421;0;0.7;0.0;0.9
2213;4682;0;0.45;0.15;0.05
2214;1056;0;0.3;0.85;0.9
2215;2662;0;0.95;0.9;0.85
2216;3400;1;0.55;0.5;0.4
2217;2600;0;0.0;0.2;0.0
2218;3824;0;0.55;0.9;0.9
2219;497;0;0.4;0.65;0.55
2220;4836;0;0.55;0.75;0.7
2221;425;0;0.3;0.15;0.3
2222;499;0;0.0;0.2;0.35
2223;2878;0;0.15;0.0;0.75
2224;2313;0;0.7;0.75;0.8
2225;2012;0;0.55;0.2;0.9
2226;510;0;0.0;0.05;0.1
2227;1631;0;0.55;0.1;0.15
2228;1014;0;0.0;0.4;0.2
2229;1251;0;0.0;0.25;0.15
2230;1465;0;0.85;0.45;0.8
2231;1653;0;0.2;0.3;0.65
2232;4171;0;0.0;0.55;0.55
2233;3446;0;0.9;0.55;0.4
2234;4134;0;0.3;0.0;0.35
2235;2951;0;0.0;0.05;0.25
2236;932;1;0.9;0.7;0.85
2237;2275;0;0.3;0.65;0.65
2238;2375;0;0.5;0.4;0.4
2239;2771;0;0.9;0.5;0.4
2240;3836;0;0.3;0.5;0.9
2241;461;0;0.4;0.2;0.15
2242;1484;0;0.95;0.8;0.45
2243;2692;0;0.7;0.9;0.8
2244;443;0;0.15;0.9;0.15
2245;1507;0;0.3;0.3;0.05
2246;4007;0;0.85;0.25;0.65
2247;2339;0;0.2;0.1;0.6
2248;3031;0;0.7;0.95;0.35
2249;659;0;0.7;0.15;0.05
2250;4369;0;0.0;0.25;0.4
2251;2010;0;0.0;0.6;0.45
2252;2356;0;0.7;0.5;0.45
2253;4182;0;0.3;0.15;0.0
2254;1824;0;0.0;0.0;0.45
2255;2659;0;0.7;0.05;0.0
2256;3237;0;0.0;0.55;0.4
2257;4644;0;0.0;0.0;0.05
2258;4388;0;0.0;0.15;0.3
2259;1370;0;0.8;0.65;0.15
2260;3801;0;0.7;0.65;0.95
2261;320;0;0.7;0.7;0.2
2262;3811;0;0.8;0.75;0.55
2263;3150;1;0.85;0.1;0.15
2264;4235;0;0.0;0.05;0.35
2265;736;0;0.0;0.35;0.25
2266;1228;0;0.2;0.55;0.8
2267;2358;1;0.5;0.8;0.7
2268;1945;0;0.9;0.85;0.8
2269;544;0;0.3;0.45;0.2
2270;1047;0;0.4;0.05;0.6
2271;2970;0;0.0;0.0;0.55
2272;4494;0;0.7;0.15;0.0
2273;1604;0;0.9;0.75;0.8
2274;189;0;0.95;0.9;0.1
2275;582;0;0.15;0.35;0.05
2276;1995;0;0.45;0.9;0.5
2277;994;0;0.0;0.2;0.3
2278;1112;0;0.15;0.15;0.1
2279;4933;0;0.6;0.0;0.85
2280;1927;0;0.0;0.1;0.25
2281;1954;1;0.8;0.7;0.95
2282;3780;0;0.45;0.1;0.0
2283;2008;0;0.55;0.45;0.9
2284;1028;0;0.55;0.4;0.6
2285;3010;0;0.85;0.65;0.65
2286;4937;0;0.8;0.85;0.75
2287;3782;1;0.3;0.55;0.95
2288;4503;0;0.7;0.5;0.45
2289;267;0;0.3;0.6;0.9
2290;4624;0;0.4;0.45;0.2
2291;1272;0;0.5;0.2;0.05
2292;3755;0;0.0;0.05;0.85
2293;2397;0;0.55;0.1;0.45
2294;57;0;0.7;0.7;0.8
2295;586;0;0.7;0.55;0.4
2296;4467;0;0.0;0.0;0.45
2297;4159;0;0.3;0.0;0.9
2298;2089;0;0.0;0.2;0.15
2299;1059;0;0.7;0.05;0.8
2300;2810;0;0.3;0.95;0.15
2301;2974;0;0.0;0.3;0.45
2302;32;0;0.45;0.7;0.55
2303;1190;0;0.2;0.15;0.15
2304;4211;0;0.3;0.7;0.9
2305;4383;0;0.6;0.65;0.6
2306;1504;0;0.0;0.05;0.55
2307;265;0;0.0;0.45;0.6
2308;3512;0;0.7;0.9;0.9
2309;1414;0;0.15;0.4;0.0
2310;3844;1;0.0;0.1;0.05
2311;1354;0;0.0;0.05;0.0
2312;774;1;0.0;0.0;0.8
2313;519;0;0.9;0.85;0.75
2314;3171;1;0.2;0.65;0.9
2315;1593;0;0.2;0.15;0.85
2316;2817;0;0.15;0.4;0.4
2317;3717;0;0.3;0.25;0.3
2318;1373;0;0.15;0.75;0.35
2319;2650;0;0.4;0.95;0.9
2320;3521;0;0.2;0.2;0.0
2321;4818;0;0.0;0.65;0.95
2322;3535;0;0.3;0.55;0.5
2323;1974;0;0.0;0.0;0.75
2324;2916;0;0.3;0.65;0.05
2325;1388;0;0.95;0.2;0.05
2326;4638;0;0.7;0.5;0.2
2327;4189;0;0.8;0.5;0.85
2328;4352;0;0.0;0.55;0.05
2329;4849;0;0.0;0.45;0.0
2330;290;0;0.4;0.3;0.05
2331;3925;0;0.7;0.4;0.2
2332;934;0;0.7;0.55;0.15
2333;3630;0;0.15;0.15;0.65
2334;2677;0;0.7;0.7;0.75
2335;3496;0;0.0;0.8;0.8
2336;1585;0;0.3;0.2;0.9
2337;1726;0;0.5;0.05;0.45
2338;1636;0;0.0;0.0;0.4
2339;3263;0;0.0;0.3;0.05
2340;3803;0;0.3;0.15;0.25
2341;4256;0;0.0;0.1;0.9
2342;2137;0;0.0;0.55;0.45
2343;4061;0;0.0;0.25;0.95
2344;2690;0;0.0;0.0;0.35
2345;1830;0;0.0;0.5;0.25
2346;1116;1;0.95;0.85;0.4
2347;4001;0;0.45;0.2;0.2
2348;3056;0;0.7;0.2;0.95
2349;4629;0;0.7;0.65;0.35
2350;29;0;0.3;0.25;0.15
2351;3019;0;0.0;0.2;0.6
2352;3265;0;0.8;0.75;0.05
2353;3422;0;0.0;0.0;0.0
2354;1015;0;0.3;0.05;0.35
2355;1098;0;0.15;0.0;0.15
2356;4282;0;0.45;0.15;0.7
2357;3632;0;0.3;0.6;0.05
2358;2807;0;0.9;0.8;0.9
2359;1493;0;0.45;0.5;0.3
2360;2306;0;0.55;0.0;0.75
2361;2746;0;0.2;0.15;0.2
2362;4517;0;0.5;0.0;0.45
2363;1538;0;0.0;0.45;0.1
2364;2995;0;0.15;0.4;0.8
2365;3861;0;0.0;0.4;0.75
2366;4628;0;0.2;0.5;0.6
2367;4953;0;0.0;0.4;0.05
2368;2338;0;0.9;0.75;0.4
2369;858;0;0.6;0.55;0.05
2370;3928;0;0.0;0.25;0.05
2371;345;0;0.7;0.05;0.25
2372;3254;0;0.2;0.0;0.05
2373;2979;1;0.45;0.25;0.05
2374;2721;0;0.95;0.0;0.45
2375;3545;0;0.7;0.35;0.85
2376;2684;0;0.3;0.25;0.0
2377;2158;0;0.45;0.7;0.2
2378;266;0;0.45;0.2;0.25
2379;629;0;0.85;0.95;0.95
2380;272;0;0.55;0.45;0.55
2381;947;0;0.3;0.0;0.0
2382;684;0;0.45;0.65;0.1
2383;2400;0;0.85;0.45;0.55
2384;4472;0;0.45;0.05;0.1
2385;1042;0;0.9;0.95;0.25
2386;2864;0;0.4;0.25;0.7
2387;1259;0;0.85;0.1;0.8
2388;3203;0;0.0;0.3;0.3
2389;1589;0;0.2;0.15;0.05
2390;1131;0;0.6;0.65;0.85
2391;3942;0;0.45;0.8;0.15
2392;2753;0;0.0;0.0;0.95
2393;3020;0;0.85;0.9;0.25
2394;3830;0;0.7;0.4;0.55
2395;104;0;0.15;0.3;0.25
2396;4556;0;0.3;0.05;0.45
2397;4774;0;0.2;0.45;0.25
2398;2923;0;0.7;0.0;0.0
2399;1795;0;0.7;0.05;0.1
2400;1305;0;0.0;0.4;0.95
2401;4402;0;0.0;0.15;0.05
2402;892;0;0.3;0.85;0.65
2403;2545;0;0.9;0.8;0.35
2404;4987;0;0.45;0.4;0.45
2405;3745;0;0.85;0.35;0.2
2406;3154;0;0.3;0.0;0.05
2407;3491;1;0.7;0.6;0.95
2408;62;1;0.95;0.95;0.95
2409;3071;0;0.2;0.05;0.1
2410;4599;0;0.0;0.35;0.7
2411;58;0;0.0;0.05;0.95
2412;917;0;0.0;0.3;0.45
2413;4640;0;0.7;0.6;0.45
2414;2108;0;0.7;0.5;0.55
2415;1437;0;0.0;0.2;0.0
2416;4279;0;0.8;0.5;0.8
2417;2386;0;0.7;0.9;0.55
2418;1934;1;0.9;0.9;0.8
2419;1365;0;0.7;0.55;0.95
2420;2830;0;0.95;0.85;0.85
2421;871;0;0.3;0.5;0.9
2422;2330;0;0.0;0.3;0.15
2423;4809;0;0.7;0.75;0.7
2424;1444;0;0.0;0.6;0.25
2425;912;0;0.0;0.5;0.7
2426;2129;0;0.0;0.05;0.9
2427;2816;0;0.15;0.45;0.95
2428;2484;0;0.0;0.4;0.1
2429;1533;0;0.0;0.5;0.5
2430;161;0;0.7;0.3;0.3
2431;3557;0;0.9;0.55;0.45
2432;383;0;0.7;0.7;0.55
2433;3530;0;0.4;0.55;0.45
2434;311;0;0.0;0.65;0.15
2435;1610;0;0.2;0.0;0.2
2436;1656;0;0.45;0.4;0.8
2437;4837;1;0.8;0.45;0.7
2438;298;0;0.0;0.15;0.05
2439;895;0;0.95;0.6;0.55
2440;3667;0;0.0;0.0;0.05
2441;4591;0;0.3;0.15;0.0
2442;234;0;0.95;0.5;0.4
2443;2368;0;0.0;0.3;0.45
2444;4889;0;0.0;0.15;0.25
2445;1831;0;0.7;0.8;0.3
2446;2004;0;0.7;0.25;0.9
2447;3028;1;0.8;0.2;0.8
2448;4909;0;0.4;0.85;0.3
2449;2111;0;0.85;0.65;0.6
2450;2515;0;0.9;0.5;0.8
2451;87;0;0.3;0.2;0.55
2452;2648;0;0.0;0.5;0.75
2453;4954;0;0.15;0.05;0.15
2454;4846;0;0.4;0.85;0.0
2455;4010;0;0.5;0.2;0.3
2456;645;0;0.7;0.85;0.2
2457;4603;0;0.2;0.8;0.75
2458;4102;0;0.7;0.0;0.85
2459;3659;0;0.85;0.7;0.5
2460;945;0;0.3;0.85;0.95
2461;927;0;0.15;0.0;0.05
2462;883;0;0.0;0.25;0.4
2463;4688;0;0.15;0.7;0.2
2464;2898;0;0.7;0.4;0.2
2465;686;1;0.85;0.65;0.65
2466;2126;0;0.0;0.1;0.7
2467;4574;0;0.45;0.6;0.25
2468;4263;0;0.3;0.8;0.45
2469;2857;0;0.7;0.5;0.7
2470;3042;0;0.0;0.0;0.3
2471;4856;0;0.7;0.1;0.4
2472;4776;0;0.7;0.8;0.0
2473;4469;0;0.0;0.5;0.1
2474;1167;0;0.7;0.5;0.85
2475;4725;0;0.3;0.5;0.8
2476;2181;0;0.3;0.45;0.4
2477;2621;0;0.55;0.45;0.85
2478;1332;0;0.15;0.0;0.25
2479;1679;0;0.15;0.05;0.3
2480;279;0;0.0;0.9;0.4
2481;1511;1;0.8;0.95;0.5
2482;4926;0;0.0;0.5;0.0
2483;938;0;0.8;0.65;0.25
2484;3460;0;0.0;0.1;0.0
2485;2793;0;0.4;0.3;0.45
2486;3919;0;0.15;0.65;0.85
2487;3966;0;0.7;0.9;0.85
2488;1350;0;0.0;0.2;0.35
2489;1815;0;0.45;0.0;0.2
2490;3724;0;0.45;0.15;0.25
2491;1476;0;0.45;0.9;0.9
2492;2072;0;0.7;0.05;0.3
2493;3207;0;0.3;0.3;0.1
2494;3223;0;0.7;0.8;0.75
2495;2638;0;0.5;0.1;0.85
2496;3784;0;0.3;0.15;0.7
2497;4757;0;0.9;0.9;0.85
2498;14;0;0.4;0.05;0.05
2499;4943;0;0.0;0.1;0.65
2500;3295;0;0.4;0.55;0.5
2501;3768;1;0.5;0.45;0.5
2502;666;0;0.0;0.45;0.8
2503;1016;0;0.7;0.45;0.6
2504;4870;1;0.0;0.1;0.45
2505;3259;0;0.2;0.15;0.45
2506;4032;0;0.15;0.3;0.7
2507;3484;0;0.0;0.5;0.65
2508;4123;0;0.55;0.15;0.15
2509;2015;0;0.15;0.1;0.8
2510;2146;0;0.0;0.6;0.85
2511;3556;0;0.45;0.75;0.85
2512;953;0;0.55;0.1;0.2
2513;3080;0;0.5;0.45;0.45
2514;3520;0;0.9;0.85;0.8
2515;4928;0;0.95;0.75;0.65
2516;2964;1;0.9;0.7;0.45
2517;724;0;0.6;0.05;0.35
2518;677;0;0.8;0.25;0.1
2519;2534;0;0.2;0.0;0.8
2520;271;0;0.7;0.75;0.4
2521;3345;0;0.7;0.55;0.1
2522;2446;0;0.4;0.2;0.35
2523;3101;0;0.95;0.4;0.85
2524;1212;0;0.0;0.95;0.35
2525;1026;0;0.0;0.25;0.8
2526;2201;0;0.85;0.9;0.75
2527;3920;1;0.0;0.75;0.8
2528;2574;0;0.7;0.9;0.55
2529;1772;0;0.0;0.05;0.0
2530;4976;0;0.7;0.4;0.0
2531;4094;0;0.7;0.95;0.8
2532;3383;1;0.85;0.95;0.3
2533;824;0;0.95;0.1;0.9
2534;2347;0;0.5;0.6;0.2
2535;2519;0;0.0;0.35;0.95
2536;1806;0;0.0;0.1;0.7
2537;3368;0;0.5;0.75;0.15
2538;2700;0;0.4;0.45;0.7
2539;2931;0;0.55;0.35;0.4
2540;210;0;0.95;0.8;0.85
2541;2798;0;0.3;0.05;0.7
2542;2805;0;0.3;0.95;0.1
2543;578;0;0.4;0.4;0.15
2544;106;0;0.4;0.7;0.95
2545;1977;0;0.95;0.35;0.85
2546;3162;0;0.0;0.35;0.25
2547;33;0;0.8;0.5;0.95
2548;3475;0;0.4;0.15;0.15
2549;1669;0;0.0;0.35;0.1
2550;1842;0;0.5;0.4;0.15
2551;3287;0;0.7;0.7;0.9
2552;1899;0;0.3;0.0;0.9
2553;3959;0;0.95;0.8;0.15
2554;4647;0;0.6;0.65;0.05
2555;1710;0;0.0;0.05;0.5
2556;3302;0;0.15;0.0;0.05
2557;1207;1;0.8;0.7;0.8
2558;1809;0;0.0;0.8;0.15
2559;1361;0;0.0;0.7;0.1
2560;1274;1;0.55;0.35;0.6
2561;919;0;0.4;0.8;0.65
2562;1017;0;0.55;0.05;0.85
2563;3166;0;0.0;0.4;0.6
2564;198;0;0.15;0.15;0.65
2565;1314;0;0.7;0.2;0.55
2566;2644;0;0.95;0.75;0.45
2567;1702;0;0.9;0.6;0.9
2568;4311;0;0.7;0.05;0.75
2569;368;0;0.7;0.05;0.75
2570;512;0;0.95;0.3;0.9
2571;618;0;0.45;0.9;0.7
2572;3568;0;0.15;0.4;0.0
2573;1667;0;0.15;0.0;0.2
2574;3873;0;0.0;0.25;0.05
2575;1380;0;0.15;0.3;0.75
2576;3035;0;0.85;0.55;0.25
2577;1546;0;0.0;0.55;0.15
2578;319;0;0.2;0.55;0.85
2579;1432;0;0.2;0.5;0.65
2580;4874;0;0.3;0.4;0.45
2581;2910;0;0.0;0.1;0.75
2582;3394;0;0.9;0.75;0.95
2583;1917;0;0.7;0.3;0.2
2584;3411;0;0.85;0.45;0.65
2585;295;0;0.5;0.55;0.45
2586;1672;1;0.0;0.65;0.15
2587;3981;0;0.45;0.55;0.95
2588;476;0;0.45;0.2;0.5
2589;359;0;0.0;0.1;0.65
2590;3215;1;0.85;0.6;0.3
2591;4844;0;0.3;0.9;0.95
2592;4674;0;0.4;0.5;0.2
2593;1881;1;0.45;0.25;0.6
2594;2589;0;0.7;0.2;0.25
2595;3309;0;0.3;0.1;0.95
2596;2410;1;0.7;0.25;0.35
2597;1422;0;0.7;0.2;0.7
2598;4945;0;0.0;0.1;0.15
2599;4428;0;0.9;0.55;0.8
2600;163;0;0.15;0.65;0.0
2601;347;0;0.8;0.5;0.1
2602;4456;0;0.4;0.2;0.7
2603;3859;0;0.3;0.2;0.1
2604;2783;0;0.0;0.5;0.6
2605;4537;0;0.0;0.5;0.0
2606;208;0;0.0;0.15;0.65
2607;537;0;0.3;0.4;0.4
2608;2963;0;0.45;0.3;0.9
2609;1969;0;0.85;0.7;0.25
2610;3266;1;0.15;0.65;0.35
2611;2273;0;0.7;0.35;0.45
2612;4392;0;0.15;0.65;0.1
2613;4913;1;0.7;0.1;0.55
2614;2896;0;0.0;0.0;0.4
2615;3979;0;0.0;0.4;0.25
2616;1425;0;0.7;0.7;0.2
2617;305;0;0.0;0.15;0.05
2618;3330;0;0.3;0.15;0.05
2619;3093;0;0.0;0.45;0.15
2620;4114;1;0.85;0.8;0.7
2621;3057;0;0.3;0.15;0.75
2622;4511;0;0.0;0.45;0.15
2623;4941;0;0.5;0.05;0.65
2624;1057;0;0.0;0.75;0.55
2625;2513;0;0.8;0.8;0.8
2626;4975;0;0.15;0.4;0.75
2627;3958;0;0.0;0.75;0.2
2628;4738;0;0.45;0.5;0.9
2629;1256;0;0.0;0.15;0.75
2630;560;0;0.2;0.15;0.45
2631;3135;1;0.4;0.7;0.35
2632;1888;0;0.95;0.8;0.5
2633;3245;0;0.7;0.25;0.55
2634;624;0;0.7;0.35;0.0
2635;1064;0;0.0;0.1;0.2
2636;1203;0;0.15;0.85;0.45
2637;396;0;0.2;0.25;0.15
2638;1488;0;0.55;0.65;0.8
2639;270;0;0.55;0.95;0.9
2640;416;0;0.0;0.1;0.9
2641;4636;0;0.0;0.3;0.9
2642;108;1;0.3;0.85;0.6
2643;1937;0;0.5;0.8;0.6
2644;3649;1;0.5;0.9;0.5
2645;490;0;0.0;0.55;0.2
2646;705;0;0.55;0.55;0.65
2647;2390;0;0.15;0.2;0.65
2648;1849;0;0.8;0.7;0.4
2649;1987;0;0.2;0.0;0.7
2650;4168;0;0.15;0.15;0.3
2651;3094;1;0.95;0.6;0.65
2652;1307;0;0.7;0.9;0.3
2653;2706;0;0.3;0.25;0.1
2654;3566;0;0.3;0.1;0.1
2655;1486;0;0.85;0.15;0.95
2656;4489;0;0.55;0.05;0.5
2657;69;0;0.0;0.05;0.65
2658;2165;0;0.2;0.3;0.35
2659;3423;0;0.0;0.7;0.55
2660;984;0;0.0;0.65;0.3
2661;3262;0;0.55;0.85;0.35
2662;4195;0;0.4;0.4;0.65
2663;1154;0;0.7;0.9;0.9
2664;43;0;0.95;0.85;0.3
2665;3846;1;0.8;0.45;0.25
2666;1177;0;0.45;0.8;0.0
2667;2139;0;0.7;0.25;0.3
2668;2663;0;0.55;0.55;0.15
2669;2882;0;0.7;0.35;0.95
2670;4319;0;0.8;0.65;0.25
2671;1304;0;0.3;0.4;0.05
2672;4515;0;0.0;0.05;0.15
2673;23;0;0.0;0.9;0.6
2674;2227;0;0.7;0.35;0.25
2675;2316;0;0.5;0.7;0.45
2676;4145;0;0.0;0.85;0.8
2677;4580;0;0.6;0.85;0.2
2678;1209;1;0.8;0.4;0.9
2679;4662;0;0.0;0.25;0.05
2680;3159;0;0.55;0.35;0.45
2681;1345;1;0.5;0.4;0.7
2682;2509;0;0.55;0.9;0.45
2683;2118;0;0.2;0.7;0.85
2684;1551;0;0.7;0.25;0.65
2685;162;0;0.2;0.05;0.7
2686;3988;0;0.3;0.4;0.45
2687;60;0;0.95;0.5;0.55
2688;3118;0;0.3;0.65;0.35
2689;19;0;0.3;0.25;0.1
2690;845;0;0.0;0.85;0.05
2691;678;0;0.5;0.5;0.75
2692;3743;0;0.0;0.2;0.75
2693;3362;0;0.45;0.55;0.05
2694;3402;0;0.9;0.9;0.75
2695;3964;1;0.3;0.75;0.9
2696;1930;0;0.9;0.8;0.45
2697;4538;0;0.0;0.6;0.6
2698;355;0;0.7;0.5;0.7
2699;2614;0;0.4;0.9;0.7
2700;2462;0;0.3;0.4;0.5
2701;540;0;0.7;0.65;0.75
2702;1764;0;0.5;0.15;0.8
2703;1040;0;0.9;0.85;0.15
2704;2283;0;0.3;0.95;0.4
2705;4163;0;0.5;0.85;0.65
2706;2679;0;0.3;0.0;0.8
2707;653;1;0.7;0.95;0.3
2708;3878;0;0.6;0.6;0.9
2709;4667;0;0.6;0.25;0.25
2710;4331;0;0.3;0.25;0.3
2711;1293;0;0.15;0.0;0.1
2712;623;1;0.95;0.9;0.4
2713;447;1;0.95;0.85;0.4
2714;2596;0;0.15;0.35;0.7
2715;3628;1;0.0;0.45;0.25
2716;2936;0;0.7;0.5;0.7
2717;2193;0;0.0;0.1;0.1
2718;1560;0;0.4;0.65;0.9
2719;3565;0;0.95;0.85;0.1
2720;2392;0;0.45;0.25;0.4
2721;4090;0;0.95;0.75;0.05
2722;4172;0;0.15;0.1;0.35
2723;2377;0;0.0;0.4;0.85
2724;2252;0;0.0;0.1;0.05
2725;4100;0;0.9;0.25;0.8
2726;551;0;0.45;0.2;0.2
2727;1833;0;0.9;0.95;0.15
2728;2852;0;0.7;0.9;0.75
2729;1183;0;0.0;0.0;0.75
2730;1637;0;0.55;0.15;0.45
2731;1123;0;0.7;0.4;0.55
2732;3770;0;0.3;0.25;0.0
2733;3461;0;0.7;0.85;0.8
2734;3130;0;0.15;0.4;0.25
2735;4277;0;0.15;0.1;0.65
2736;2599;0;0.55;0.3;0.45
2737;716;0;0.15;0.2;0.5
2738;2088;1;0.0;0.05;0.7
2739;3072;0;0.0;0.45;0.95
2740;92;1;0.7;0.3;0.85
2741;4089;0;0.85;0.9;0.0
2742;781;0;0.0;0.55;0.0
2743;4107;0;0.55;0.15;0.0
2744;1179;0;0.9;0.75;0.25
2745;4746;0;0.2;0.15;0.45
2746;147;0;0.2;0.6;0.5
2747;2529;0;0.15;0.8;0.0
2748;2782;0;0.3;0.2;0.5
2749;3845;0;0.3;0.5;0.6
2750;4800;0;0.2;0.15;0.8
2751;3373;0;0.0;0.5;0.95
2752;658;0;0.5;0.4;0.1
2753;449;0;0.8;0.65;0.4
2754;2156;0;0.45;0.15;0.25
2755;3450;0;0.85;0.8;0.55
2756;4273;0;0.9;0.0;0.05
2757;3573;0;0.0;0.75;0.0
2758;3070;0;0.7;0.4;0.35
2759;2874;0;0.8;0.15;0.4
2760;3350;0;0.2;0.95;0.0
2761;3467;0;0.0;0.4;0.15
2762;903;0;0.5;0.0;0.05
2763;1362;0;0.45;0.0;0.5
2764;4372;0;0.0;0.3;0.15
2765;1990;0;0.3;0.75;0.6
2766;2437;0;0.0;0.2;0.55
2767;889;0;0.6;0.4;0.55
2768;1539;1;0.4;0.2;0.45
2769;4996;0;0.6;0.8;0.3
2770;3036;0;0.15;0.15;0.45
2771;965;0;0.3;0.1;0.15
2772;1552;0;0.2;0.15;0.95
2773;3518;0;0.0;0.2;0.5
2774;4155;0;0.3;0.25;0.75
2775;1323;0;0.7;0.45;0.9
2776;3864;0;0.0;0.05;0.0
2777;1278;0;0.4;0.5;0.3
2778;3378;0;0.0;0.2;0.35
2779;4447;0;0.4;0.2;0.35
2780;1103;0;0.3;0.4;0.85
2781;3165;0;0.9;0.4;0.55
2782;117;0;0.3;0.6;0.9
2783;4031;0;0.4;0.15;0.3
2784;1900;0;0.0;0.45;0.5
2785;2007;0;0.3;0.7;0.0
2786;4149;1;0.45;0.65;0.5
2787;1749;0;0.4;0.65;0.25
2788;4081;0;0.7;0.95;0.35
2789;2795;0;0.45;0.9;0.0
2790;3183;0;0.0;0.4;0.3
2791;1891;0;0.7;0.7;0.8
2792;2967;0;0.4;0.75;0.45
2793;3100;0;0.3;0.5;0.5
2794;480;0;0.0;0.15;0.85
2795;212;0;0.0;0.05;0.35
2796;4703;1;0.55;0.9;0.35
2797;957;0;0.7;0.35;0.75
2798;4292;0;0.85;0.95;0.0
2799;3908;0;0.15;0.05;0.1
2800;4795;0;0.0;0.75;0.6
2801;4364;1;0.8;0.95;0.55
2802;2401;0;0.0;0.1;0.25
2803;2291;0;0.15;0.0;0.85
2804;2567;0;0.55;0.25;0.65
2805;884;0;0.3;0.1;0.95
2806;2802;0;0.0;0.25;0.25
2807;2372;0;0.0;0.75;0.0
2808;3762;0;0.0;0.75;0.95
2809;3426;1;0.7;0.55;0.9
2810;1097;0;0.3;0.55;0.05
2811;1992;0;0.6;0.5;0.0
2812;2728;0;0.15;0.55;0.1
2813;1780;0;0.0;0.45;0.1
2814;2583;0;0.0;0.0;0.05
2815;779;0;0.0;0.05;0.0
2816;1224;1;0.95;0.3;0.8
2817;642;0;0.9;0.7;0.1
2818;4254;0;0.7;0.75;0.05
2819;4042;0;0.0;0.6;0.15
2820;2151;0;0.0;0.05;0.05
2821;1193;0;0.3;0.15;0.8
2822;2760;0;0.7;0.95;0.9
2823;2688;0;0.7;0.55;0.75
2824;2370;0;0.6;0.25;0.0
2825;2928;0;0.0;0.4;0.35
2826;3737;0;0.95;0.3;0.0
2827;2619;0;0.45;0.25;0.95
2828;1406;1;0.7;0.75;0.0
2829;2082;0;0.95;0.6;0.8
2830;1957;0;0.2;0.0;0.55
2831;4615;0;0.7;0.4;0.0
2832;3297;0;0.2;0.95;0.45
2833;3161;0;0.0;0.25;0.85
2834;1093;0;0.0;0.1;0.75
2835;2624;0;0.0;0.4;0.1
2836;4625;0;0.0;0.85;0.25
2837;1160;0;0.5;0.05;0.1
2838;4351;0;0.0;0.65;0.8
2839;2826;0;0.0;0.25;0.65
2840;4453;0;0.15;0.7;0.2
2841;2245;0;0.7;0.95;0.0
2842;1771;0;0.0;0.9;0.15
2843;2917;1;0.95;0.4;0.4
2844;2024;0;0.0;0.4;0.3
2845;3337;0;0.3;0.2;0.35
2846;3029;0;0.0;0.35;0.7
2847;4578;0;0.0;0.2;0.4
2848;336;0;0.6;0.6;0.55
2849;3813;0;0.4;0.4;0.1
2850;362;0;0.9;0.5;0.2
2851;822;0;0.15;0.55;0.2
2852;4635;0;0.2;0.05;0.5
2853;3642;0;0.0;0.2;0.9
2854;2240;0;0.3;0.55;0.5
2855;2242;0;0.55;0.05;0.4
2856;4390;0;0.5;0.3;0.55
2857;3144;0;0.3;0.1;0.7
2858;167;0;0.3;0.1;0.45
2859;758;1;0.7;0.85;0.85
2860;1382;0;0.3;0.15;0.1
2861;4272;0;0.2;0.0;0.15
2862;3273;0;0.0;0.4;0.1
2863;2112;0;0.15;0.35;0.1
2864;3239;0;0.3;0.05;0.15
2865;2792;0;0.55;0.55;0.35
2866;904;0;0.3;0.35;0.9
2867;498;0;0.3;0.5;0.6
2868;1129;0;0.7;0.05;0.45
2869;283;0;0.2;0.05;0.25
2870;3882;0;0.85;0.55;0.65
2871;673;0;0.0;0.0;0.35
